ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
300274.SZ,20251202,143.32,145.24,140.39,141.44,144.07,-2.62,-1.8214,973095,13763890.88
300274.SZ,20251203,144.84,145.49,139.96,141.6,141.44,0.15,0.108,333218,4718273.89
300274.SZ,20251204,142.43,144.0,139.26,143.8,141.6,2.2,1.5565,462433,6649838.45
300274.SZ,20251205,148.92,149.72,146.91,147.32,143.8,3.52,2.4459,418009,6158041.12
300274.SZ,20251206,146.22,148.38,145.82,148.2,147.32,0.88,0.6004,822616,12191404.57
300274.SZ,20251207,149.44,153.05,147.92,148.74,148.2,0.54,0.3658,459734,6838310.24
300274.SZ,20251208,150.39,151.8,146.94,148.76,148.74,0.01,0.0098,875976,13030970.0
300274.SZ,20251209,147.45,149.81,146.97,149.02,148.76,0.26,0.1747,930010,13858948.74
300274.SZ,20251210,149.46,150.48,148.2,150.33,149.02,1.31,0.8784,586979,8823961.48
300274.SZ,20251211,147.6,152.38,147.13,151.79,150.33,1.47,0.9754,704714,10697182.38
300274.SZ,20251212,153.34,154.66,151.82,153.61,151.79,1.82,1.1968,551997,8479299.29
300274.SZ,20251213,154.51,157.3,153.87,154.02,153.61,0.41,0.269,927830,14290859.34
300274.SZ,20251214,149.37,155.02,148.19,151.65,154.02,-2.37,-1.5399,987956,14982618.82
300274.SZ,20251215,154.4,155.58,150.78,152.41,151.65,0.75,0.4971,540454,8236873.19
300274.SZ,20251216,153.85,155.93,153.47,153.89,152.41,1.49,0.9753,774229,11914843.86
300274.SZ,20251217,153.43,153.96,150.69,151.61,153.89,-2.28,-1.4825,498922,7564236.53
300274.SZ,20251218,150.62,154.61,147.93,153.63,151.61,2.02,1.3311,696516,10700555.71
300274.SZ,20251219,151.89,153.33,149.93,151.29,153.63,-2.34,-1.5236,885851,13401956.96
300274.SZ,20251220,148.32,149.21,147.35,149.08,151.29,-2.21,-1.4631,621278,9261737.58
300274.SZ,20251221,149.89,151.13,145.74,146.88,149.08,-2.19,-1.4718,313387,4603074.5
300274.SZ,20251222,150.25,151.88,145.66,146.07,146.88,-0.81,-0.553,573498,8377041.85
300274.SZ,20251223,139.45,142.75,138.93,141.74,146.07,-4.33,-2.9656,509175,7216917.64
300274.SZ,20251224,141.01,144.4,140.21,142.26,141.74,0.52,0.3658,759708,10807293.35
300274.SZ,20251225,143.36,144.26,142.41,142.61,142.26,0.36,0.2517,892342,12726047.26
300274.SZ,20251226,142.14,145.48,141.69,145.04,142.61,2.42,1.6982,588157,8530383.69
300274.SZ,20251227,144.56,147.72,141.16,146.73,145.04,1.7,1.1701,571411,8384482.86
300274.SZ,20251228,144.15,150.13,143.87,148.66,146.73,1.92,1.3111,682792,10150162.8
300274.SZ,20251229,149.41,149.41,148.65,148.95,148.66,0.29,0.1983,850048,12661591.24
300274.SZ,20251230,149.94,153.91,149.57,151.91,148.95,2.96,1.9892,877269,13326976.85
300274.SZ,20251231,151.19,152.52,150.17,152.38,151.91,0.47,0.3084,397046,6050298.27
300274.SZ,20260101,155.83,156.98,154.1,154.53,152.38,2.15,1.4097,620334,9586078.36
300274.SZ,20260102,157.98,160.54,156.7,157.82,154.53,3.29,2.1269,663048,10464071.23
300274.SZ,20260103,161.04,163.64,159.05,161.83,157.82,4.01,2.5438,409825,6632292.66
300274.SZ,20260104,154.09,160.11,153.82,158.05,161.83,-3.78,-2.3357,583258,9218529.8
300274.SZ,20260105,165.14,167.24,160.41,162.23,158.05,4.18,2.6462,428263,6947912.26
300274.SZ,20260106,163.37,163.81,160.47,160.95,162.23,-1.28,-0.79,957476,15410864.82
300274.SZ,20260107,161.79,163.61,161.08,162.94,160.95,1.99,1.2362,896695,14610998.24
300274.SZ,20260108,165.07,166.58,162.57,165.32,162.94,2.38,1.4617,778774,12875045.13
300274.SZ,20260109,165.41,165.72,163.02,164.61,165.32,-0.72,-0.4334,916057,15079028.02
300274.SZ,20260110,165.66,165.94,165.24,165.36,164.61,0.76,0.4595,480141,7939819.07
300274.SZ,20260111,162.76,164.17,160.66,164.11,165.36,-1.25,-0.758,957183,15708413.89
300274.SZ,20260112,166.18,166.32,164.39,165.24,164.11,1.13,0.6905,551963,9120856.18
300274.SZ,20260113,163.65,167.39,163.47,164.59,165.24,-0.65,-0.3956,693113,11407963.17
300274.SZ,20260114,169.46,170.22,165.58,167.02,164.59,2.43,1.4767,428307,7153612.64
300274.SZ,20260115,160.57,162.09,158.34,161.63,167.02,-5.39,-3.2257,982743,15884382.85
300274.SZ,20260116,164.58,165.45,164.26,164.56,161.63,2.92,1.809,705176,11604174.91
300274.SZ,20260117,166.7,169.98,165.48,167.85,164.56,3.29,2.0,657141,11029999.12
300274.SZ,20260118,164.54,166.38,163.09,165.74,167.85,-2.1,-1.2532,554608,9192339.69
300274.SZ,20260119,166.57,168.33,164.4,167.06,165.74,1.32,0.7963,416336,6955501.18
300274.SZ,20260120,167.44,169.6,166.44,167.0,167.06,-0.07,-0.0397,761831,12722441.67
300274.SZ,20260121,172.04,173.13,169.65,170.41,167.0,3.41,2.0434,565833,9642395.51
300274.SZ,20260122,174.22,176.45,171.8,174.62,170.41,4.21,2.472,585045,10216238.28
300274.SZ,20260123,171.87,175.19,171.15,175.14,174.62,0.52,0.2961,698272,12229550.86
300274.SZ,20260124,179.54,180.18,176.69,177.55,175.14,2.41,1.377,998028,17720171.51
300274.SZ,20260125,180.68,182.85,175.42,176.91,177.55,-0.64,-0.3623,626311,11079980.77
300274.SZ,20260126,173.61,176.52,173.3,176.5,176.91,-0.41,-0.2337,698744,12332496.79
300274.SZ,20260127,175.68,177.68,174.63,175.26,176.5,-1.24,-0.7024,703015,12320720.64
300274.SZ,20260128,178.49,179.11,174.88,175.16,175.26,-0.1,-0.055,347541,6087497.42
300274.SZ,20260129,174.75,175.41,174.03,174.34,175.16,-0.82,-0.4694,391279,6821435.97
300274.SZ,20260130,176.64,176.85,174.8,175.59,174.34,1.25,0.7185,831605,14602109.35
300274.SZ,20260131,179.48,179.87,176.75,179.64,175.59,4.05,2.3088,758178,13620169.32
300274.SZ,20260201,176.63,180.25,175.98,178.18,179.64,-1.46,-0.8125,530053,9444684.02
300274.SZ,20260202,180.17,182.78,177.04,178.58,178.18,0.4,0.2232,789672,14102084.05
300274.SZ,20260203,177.58,181.31,175.87,178.56,178.58,-0.03,-0.0148,458439,8185666.55
300274.SZ,20260204,181.41,181.46,179.99,180.17,178.56,1.62,0.9069,529271,9536115.05
300274.SZ,20260205,185.19,187.43,180.78,182.49,180.17,2.32,1.2868,762889,13922196.62
300274.SZ,20260206,184.55,186.75,183.64,183.76,182.49,1.27,0.6932,752765,13832673.18
300274.SZ,20260207,185.89,187.75,182.22,183.78,183.76,0.02,0.0114,778369,14304793.96
300274.SZ,20260208,186.08,186.78,183.4,184.71,183.78,0.94,0.5092,682419,12605298.34
300274.SZ,20260209,183.3,184.64,180.79,182.03,184.71,-2.69,-1.4541,589462,10729916.02
300274.SZ,20260210,186.0,189.74,183.04,188.28,182.03,6.25,3.433,944524,17783311.13
300274.SZ,20260211,188.57,191.32,187.0,188.22,188.28,-0.05,-0.0285,515883,9710178.6
300274.SZ,20260212,189.73,189.77,185.53,188.51,188.22,0.28,0.1501,614894,11591177.24
300274.SZ,20260213,188.96,192.93,186.14,190.24,188.51,1.74,0.9215,605978,11528369.66
300274.SZ,20260214,190.66,191.62,187.65,187.81,190.24,-2.44,-1.2804,599174,11252980.0
300274.SZ,20260215,180.27,184.77,179.76,183.34,187.81,-4.46,-2.3772,819447,15024044.99
300274.SZ,20260216,184.23,184.47,179.89,181.97,183.34,-1.38,-0.7503,770570,14021914.86
300274.SZ,20260217,181.54,184.36,181.23,181.73,181.97,-0.24,-0.1294,485699,8826733.22
300274.SZ,20260218,179.58,185.36,176.9,183.05,181.73,1.32,0.7253,782380,14321521.17
300274.SZ,20260219,181.78,182.21,180.46,182.13,183.05,-0.92,-0.5049,443567,8078532.79
